Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,PolicyNumber,RepNumber,Deductible,DriverRating,PoliceReportFiled,WitnessPresent,AgentType,BasePolicy,Fraud_Found
Feb,2,Monday,Toyota,Urban,Monday,Feb,2,Male,Single,28,Policy Holder,Sedan - Liability,Sport,174,2,400,4,No,No,External,Liability,0
Feb,1,Monday,Honda,Urban,Tuesday,Feb,2,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,175,14,400,1,No,No,External,All Perils,0
Feb,1,Sunday,Chevrolet,Urban,Thursday,Feb,2,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,176,1,400,2,No,No,External,All Perils,0
Feb,2,Tuesday,Saab,Urban,Wednesday,Feb,2,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,177,1,400,2,No,No,External,All Perils,0
Jan,5,Tuesday,Honda,Urban,Wednesday,Feb,1,Female,Single,26,Policy Holder,Sedan - Liability,Sport,178,16,400,3,No,No,External,Liability,0
Jan,3,Sunday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,179,5,400,1,No,No,External,All Perils,0
Jan,3,Saturday,Mercury,Rural,Tuesday,Jan,3,Male,Married,53,Third Party,Sedan - All Perils,Sedan,180,12,400,3,No,No,External,All Perils,0
Jan,3,Monday,Ford,Urban,Tuesday,Jan,3,Male,Married,74,Policy Holder,Sedan - All Perils,Sedan,181,8,400,4,No,No,External,All Perils,0
Jun,3,Tuesday,Pontiac,Urban,Thursday,Jul,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,182,3,400,2,No,No,External,Collision,0
Jun,2,Thursday,Mazda,Urban,Friday,Jun,2,Male,Single,27,Third Party,Sedan - All Perils,Sedan,183,3,400,4,No,No,External,All Perils,0
Dec,2,Sunday,Toyota,Urban,Tuesday,Feb,1,Male,Married,48,Third Party,Sedan - All Perils,Sedan,184,7,400,1,No,No,External,All Perils,0
Jan,1,Sunday,Chevrolet,Urban,Tuesday,Jan,1,Female,Single,55,Third Party,Sedan - All Perils,Sedan,185,2,400,2,No,No,External,All Perils,0
Jan,1,Sunday,Pontiac,Urban,Wednesday,Jan,1,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,186,10,400,4,No,No,External,All Perils,0
Jan,1,Monday,Honda,Urban,Wednesday,Jan,2,Male,Single,0,Third Party,Sedan - Liability,Sport,187,8,400,4,No,No,External,Liability,0
Dec,5,Thursday,Pontiac,Urban,Friday,Jan,2,Male,Married,54,Third Party,Sedan - Liability,Sport,188,10,400,4,No,No,External,Liability,0
Jan,1,Saturday,Chevrolet,Urban,Monday,Jan,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,189,14,400,1,No,No,External,Liability,0
Dec,2,Monday,Mazda,Urban,Monday,Jan,1,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,190,10,400,2,No,No,External,All Perils,1
Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,191,1,400,4,No,No,External,Collision,0
Feb,4,Tuesday,Toyota,Urban,Wednesday,Feb,4,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,192,6,400,2,No,No,External,All Perils,0
Dec,3,Tuesday,Chevrolet,Urban,Monday,Jan,2,Male,Married,26,Policy Holder,Utility - All Perils,Utility,193,14,400,2,No,No,External,All Perils,1
Feb,2,Sunday,Toyota,Urban,Monday,Feb,3,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,194,1,400,3,No,No,External,All Perils,0
Dec,3,Thursday,Honda,Urban,Monday,Jan,1,Male,Married,39,Policy Holder,Sport - Collision,Sport,195,13,400,3,No,No,External,Collision,1
Feb,1,Friday,Chevrolet,Urban,Wednesday,Feb,2,Male,Married,49,Third Party,Sedan - Collision,Sedan,196,4,400,3,No,No,External,Collision,0
Feb,1,Saturday,Honda,Urban,Monday,Oct,3,Male,Married,37,Third Party,Sedan - Collision,Sedan,197,14,400,3,No,No,External,Collision,0
Aug,1,Wednesday,Mazda,Urban,Thursday,Sep,2,Male,Married,36,Third Party,Sedan - Collision,Sedan,198,1,400,3,No,No,External,Collision,0
Mar,1,Sunday,Pontiac,Urban,Friday,Mar,2,Female,Married,52,Policy Holder,Sedan - All Perils,Sedan,199,4,400,4,No,No,External,All Perils,0
Dec,4,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,29,Third Party,Sedan - All Perils,Sedan,200,16,400,4,No,No,External,All Perils,0
Dec,4,Friday,Mazda,Urban,Monday,Jan,1,Male,Married,38,Third Party,Sedan - Collision,Sedan,201,10,400,4,No,No,External,Collision,0
Dec,4,Monday,Mazda,Urban,Tuesday,Jan,1,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,202,2,400,4,No,No,External,Collision,0
Dec,4,Monday,Honda,Rural,Friday,Jan,2,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,203,14,400,3,No,No,External,Collision,0
Sep,1,Monday,Honda,Rural,Tuesday,Sep,1,Male,Married,41,Policy Holder,Sedan - Liability,Sport,204,6,400,4,No,No,External,Liability,0
Dec,3,Friday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,41,Third Party,Sedan - All Perils,Sedan,205,16,500,3,No,No,External,All Perils,1
Apr,4,Saturday,Pontiac,Urban,Tuesday,May,1,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,206,15,400,3,No,No,External,Collision,0
Dec,3,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,207,11,400,4,No,No,External,Collision,1
Sep,5,Friday,Mazda,Urban,Monday,Oct,1,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,208,5,400,4,No,No,External,Collision,0
Oct,1,Saturday,Toyota,Urban,Tuesday,Oct,2,Male,Single,21,Third Party,Sedan - Collision,Sedan,209,5,400,2,No,No,External,Collision,0
Dec,4,Tuesday,Pontiac,Rural,Wednesday,Mar,3,Male,Married,31,Third Party,Sedan - All Perils,Sedan,210,16,400,2,No,No,External,All Perils,0
Apr,3,Monday,Pontiac,Urban,Monday,Apr,3,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,211,3,400,1,No,No,External,Collision,0
Feb,4,Wednesday,Honda,Rural,Monday,Feb,5,Female,Married,37,Third Party,Sedan - All Perils,Sedan,212,1,400,1,No,No,External,All Perils,0
Feb,3,Monday,Accura,Urban,Tuesday,Feb,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,213,11,400,4,No,No,External,Collision,0
Aug,2,Thursday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,214,16,400,4,No,No,External,All Perils,0
Jun,4,Saturday,Mazda,Rural,Monday,Jun,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,215,7,400,1,No,No,External,Collision,0
Jun,1,Friday,Chevrolet,Urban,Monday,Sep,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,216,12,400,1,No,No,External,Collision,0
Jun,1,Friday,Toyota,Urban,Tuesday,Jun,3,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,217,9,400,2,Yes,No,External,Collision,0
Jan,5,Tuesday,Mazda,Urban,Tuesday,Jan,5,Male,Married,69,Policy Holder,Sedan - Liability,Sport,218,3,700,4,No,No,External,Liability,0
Jan,5,Tuesday,Honda,Urban,Thursday,Feb,2,Male,Married,67,Policy Holder,Sedan - Collision,Sedan,219,11,400,1,No,No,External,Collision,0
Feb,1,Thursday,Chevrolet,Urban,Monday,Feb,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,220,1,400,4,No,No,External,All Perils,0
Jul,4,Monday,Toyota,Urban,Thursday,Sep,1,Male,Single,23,Policy Holder,Sedan - Liability,Sport,221,15,400,1,No,No,External,Liability,0
Jun,4,Wednesday,Pontiac,Urban,Friday,Jun,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,222,2,400,4,No,No,External,Liability,0
Jan,2,Monday,Toyota,Urban,Wednesday,Jan,2,Male,Married,32,Third Party,Sedan - Collision,Sedan,223,13,400,4,No,No,External,Collision,0
Jan,2,Monday,Honda,Urban,Tuesday,Jan,2,Male,Married,26,Policy Holder,Sedan - Liability,Sport,224,9,400,2,No,No,External,Liability,0
Jan,2,Monday,Toyota,Urban,Tuesday,Jan,2,Male,Married,57,Policy Holder,Sedan - All Perils,Sedan,225,4,400,1,No,No,External,All Perils,0
Nov,3,Monday,Pontiac,Urban,Monday,Nov,3,Male,Married,29,Policy Holder,Sedan - Liability,Sport,226,2,400,2,No,No,External,Liability,0
Oct,3,Tuesday,Saab,Urban,Wednesday,Oct,4,Male,Married,26,Third Party,Sedan - Collision,Sedan,227,5,400,2,No,No,External,Collision,0
Oct,3,Tuesday,VW,Urban,Tuesday,Oct,5,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,228,14,400,1,No,No,External,Collision,0
Dec,4,Thursday,Pontiac,Rural,Wednesday,Jan,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,229,1,400,2,No,No,External,Collision,1
Oct,4,Wednesday,Pontiac,Urban,Thursday,Oct,4,Male,Married,65,Policy Holder,Sedan - Liability,Sport,230,14,400,4,No,No,External,Liability,0
Jun,2,Monday,Pontiac,Urban,Thursday,Jun,4,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,231,13,400,1,No,No,External,Collision,0
Apr,2,Friday,Mazda,Urban,Friday,Apr,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,232,10,400,2,No,No,External,All Perils,0
Dec,4,Thursday,Chevrolet,Urban,Monday,Jan,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,233,12,400,2,No,No,External,Collision,1
Mar,5,Tuesday,VW,Urban,Tuesday,Apr,1,Male,Married,32,Third Party,Sedan - Collision,Sedan,234,5,400,2,No,No,External,Collision,0
Mar,4,Thursday,Mercury,Urban,Friday,Mar,4,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,235,16,400,3,No,No,External,All Perils,0
Dec,4,Thursday,Chevrolet,Urban,Tuesday,Jan,2,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,236,16,400,4,No,No,External,All Perils,1
Mar,1,Wednesday,Pontiac,Rural,Thursday,Mar,1,Female,Single,37,Policy Holder,Sedan - Collision,Sedan,237,3,400,4,No,Yes,External,Collision,0
Mar,1,Thursday,Pontiac,Urban,Friday,Mar,1,Male,Married,33,Policy Holder,Sedan - Liability,Sport,238,11,400,1,No,No,External,Liability,0
Jan,3,Monday,Pontiac,Urban,Saturday,Jan,4,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,239,7,400,2,No,No,External,All Perils,0
Jan,3,Monday,Mazda,Urban,Tuesday,Jan,3,Male,Single,26,Policy Holder,Sedan - Liability,Sport,240,5,400,4,No,No,External,Liability,0
Jan,3,Sunday,Chevrolet,Urban,Tuesday,Jan,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,241,16,400,4,No,No,External,Liability,0
Jan,3,Saturday,Mazda,Urban,Monday,Jan,3,Female,Single,25,Policy Holder,Sedan - Liability,Sport,242,1,400,3,No,No,External,Liability,0
Aug,3,Wednesday,Mazda,Urban,Wednesday,Jan,3,Female,Single,23,Policy Holder,Sedan - Liability,Sport,243,12,400,3,No,No,External,Liability,0
Aug,4,Monday,Honda,Urban,Thursday,Mar,3,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,244,7,400,1,No,No,External,Collision,0
Feb,3,Saturday,Pontiac,Urban,Monday,Mar,4,Male,Single,31,Third Party,Sedan - Collision,Sedan,245,9,400,1,No,No,External,Collision,0
Dec,4,Friday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Third Party,Sedan - Collision,Sedan,246,3,400,4,No,No,External,Collision,0
Feb,3,Thursday,Ford,Urban,Tuesday,Feb,5,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,247,14,400,4,No,No,External,All Perils,0
Feb,3,Thursday,Accura,Rural,Friday,Feb,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,248,11,400,2,No,No,External,Liability,0
Feb,3,Friday,Toyota,Urban,Monday,Feb,3,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,249,16,700,2,No,No,External,Collision,0
Feb,2,Wednesday,Accura,Urban,Thursday,Feb,2,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,250,1,400,2,No,No,External,Collision,0
Jan,3,Monday,Honda,Urban,Tuesday,Jan,3,Male,Single,19,Third Party,Sport - Collision,Sport,251,12,400,4,No,No,External,Collision,0
Jan,3,Monday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,252,10,400,1,No,No,External,All Perils,0
Jan,3,Monday,Pontiac,Urban,Monday,Jan,4,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,253,3,400,2,No,No,External,Collision,0
Jan,3,Wednesday,Pontiac,Urban,Thursday,Jan,3,Male,Married,29,Policy Holder,Sedan - Liability,Sport,254,15,400,2,No,No,External,Liability,0
Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Male,Married,29,Third Party,Sport - Collision,Sport,255,12,400,2,No,No,External,Collision,0
Dec,5,Friday,Pontiac,Urban,Monday,Jan,1,Male,Single,44,Policy Holder,Sedan - Liability,Sport,256,9,500,2,No,No,External,Liability,0
Dec,5,Saturday,VW,Urban,Wednesday,Jan,1,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,257,5,400,3,No,No,External,Collision,0
Dec,5,Saturday,Toyota,Urban,Tuesday,Jan,1,Female,Married,47,Policy Holder,Sedan - Collision,Sedan,258,12,400,1,No,No,External,Collision,0
Aug,3,Thursday,Mazda,Urban,Thursday,Aug,3,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,259,16,400,3,No,No,External,Collision,0
Jun,5,Tuesday,Pontiac,Urban,Tuesday,Jun,5,Male,Married,50,Policy Holder,Sedan - Liability,Sport,260,10,400,2,No,No,External,Liability,0
Jun,1,Friday,Pontiac,Urban,Friday,Jun,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,261,9,400,2,No,No,External,Collision,0
May,2,Sunday,Accura,Urban,Monday,May,2,Male,Married,42,Third Party,Sedan - All Perils,Sedan,262,1,400,4,No,No,External,All Perils,0
Apr,5,Thursday,Pontiac,Urban,Friday,Apr,5,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,263,3,400,1,No,No,External,Collision,0
Apr,1,Saturday,Toyota,Urban,Tuesday,Apr,1,Male,Married,34,Third Party,Sedan - Collision,Sedan,264,7,400,4,No,No,External,Collision,0
Feb,4,Monday,Pontiac,Urban,Monday,Aug,5,Female,Married,51,Policy Holder,Sedan - Liability,Sport,265,16,400,2,No,No,External,Liability,0
Dec,4,Monday,VW,Urban,Monday,Jan,1,Male,Married,26,Third Party,Sedan - Collision,Sedan,266,5,400,2,No,No,External,Collision,0
Feb,1,Saturday,Pontiac,Urban,Saturday,Feb,2,Male,Married,39,Policy Holder,Sedan - Liability,Sport,267,4,400,3,No,No,External,Liability,0
Feb,2,Monday,Chevrolet,Urban,Tuesday,Feb,2,Female,Married,30,Third Party,Sedan - All Perils,Sedan,268,3,400,2,No,No,External,All Perils,0
Feb,2,Monday,Honda,Urban,Monday,Feb,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,269,5,400,3,No,No,External,All Perils,0
Feb,1,Tuesday,Honda,Urban,Monday,Feb,2,Male,Married,47,Policy Holder,Sedan - Liability,Sport,270,9,400,3,No,No,External,Liability,0
Jan,2,Friday,Chevrolet,Urban,Wednesday,Jan,2,Female,Married,33,Policy Holder,Sedan - Liability,Sport,271,2,400,3,No,No,External,Liability,0
Jan,2,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,272,6,400,4,No,No,External,Collision,0
Jan,2,Monday,Toyota,Rural,Monday,Jan,2,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,273,7,400,4,No,No,External,Collision,0
Jan,2,Sunday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,78,Policy Holder,Sedan - Collision,Sedan,274,11,400,1,No,No,External,Collision,0
Jan,2,Sunday,Honda,Urban,Friday,Jan,3,Male,Married,41,Policy Holder,Sedan - Liability,Sport,275,9,400,3,No,No,External,Liability,0
Jan,1,Tuesday,Honda,Urban,Friday,Jan,3,Male,Single,39,Policy Holder,Sport - Collision,Sport,276,11,400,4,No,No,External,Collision,0
Jan,1,Wednesday,Toyota,Urban,Monday,Jan,2,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,277,10,400,2,No,No,External,All Perils,0
Jan,1,Thursday,Honda,Urban,Tuesday,Jan,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,278,16,400,2,No,No,External,Liability,0
Dec,2,Monday,Pontiac,Urban,Monday,Dec,4,Female,Married,48,Policy Holder,Sedan - All Perils,Sedan,279,1,400,4,No,No,External,All Perils,0
Dec,3,Wednesday,Honda,Urban,Monday,Jan,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,280,12,400,4,No,No,External,Liability,0
Dec,2,Sunday,Honda,Urban,Wednesday,Feb,1,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,281,11,400,4,No,No,External,All Perils,0
Dec,4,Tuesday,Pontiac,Urban,Friday,Jan,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,282,4,400,2,No,No,External,Liability,0
Mar,3,Saturday,Honda,Urban,Wednesday,Jan,2,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,283,10,400,2,No,No,External,All Perils,0
Dec,4,Tuesday,Pontiac,Urban,Thursday,Jan,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,284,4,400,2,No,No,External,Liability,0
Dec,5,Tuesday,Toyota,Urban,Tuesday,Jan,2,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,285,7,400,3,No,No,External,All Perils,0
Dec,5,Tuesday,Honda,Urban,Tuesday,Jan,1,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,286,8,400,4,No,No,External,All Perils,0
Jan,1,Monday,Mazda,Urban,Monday,Jan,1,Female,Single,38,Policy Holder,Sedan - Liability,Sport,287,1,400,1,No,No,External,Liability,0
Jan,1,Tuesday,Honda,Urban,Friday,Jan,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,288,11,400,4,No,No,External,Liability,0
Jan,1,Tuesday,Pontiac,Urban,Tuesday,Jan,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,289,15,400,4,No,No,External,Collision,0
Jan,1,Thursday,Chevrolet,Urban,Friday,Jan,2,Male,Married,36,Policy Holder,Sedan - Liability,Sport,290,1,400,2,No,No,External,Liability,0
Jan,1,Wednesday,Pontiac,Urban,Thursday,Jan,2,Male,Married,27,Third Party,Sedan - Liability,Sport,291,2,400,4,No,No,External,Liability,0
Jan,2,Saturday,Toyota,Urban,Wednesday,Jan,2,Female,Married,60,Policy Holder,Sedan - All Perils,Sedan,292,1,400,1,No,No,External,All Perils,0
Jan,2,Sunday,Honda,Rural,Tuesday,Jan,2,Male,Married,72,Third Party,Sedan - All Perils,Sedan,293,2,400,2,No,No,External,All Perils,0
Jan,2,Sunday,Ford,Urban,Wednesday,Jan,2,Male,Married,44,Policy Holder,Sedan - Liability,Sport,294,5,400,2,No,No,External,Liability,0
Jan,3,Monday,Honda,Urban,Monday,Jan,3,Male,Single,0,Policy Holder,Sedan - Liability,Sport,295,11,400,1,No,No,External,Liability,0
Jan,1,Monday,Pontiac,Urban,Wednesday,Jan,4,Female,Single,77,Policy Holder,Sedan - All Perils,Sedan,296,10,400,1,No,No,External,All Perils,0
Jan,3,Tuesday,Honda,Urban,Monday,Jan,4,Male,Single,40,Third Party,Sedan - Liability,Sport,297,15,400,1,No,No,External,Liability,0
Dec,5,Wednesday,Pontiac,Urban,Wednesday,Jan,1,Male,Single,43,Policy Holder,Sedan - Collision,Sedan,298,1,400,4,No,No,External,Collision,1
Jan,3,Saturday,Honda,Urban,Monday,Jan,4,Male,Married,33,Third Party,Sedan - Collision,Sedan,299,14,400,4,No,No,External,Collision,0
Jan,1,Tuesday,Chevrolet,Urban,Wednesday,Mar,2,Male,Married,36,Third Party,Sedan - All Perils,Sedan,300,2,400,3,No,No,External,All Perils,0
Dec,5,Thursday,Pontiac,Urban,Monday,Jan,3,Male,Single,21,Third Party,Sedan - Collision,Sedan,301,7,400,3,No,No,External,Collision,0
Dec,5,Friday,Honda,Urban,Tuesday,Jan,1,Female,Single,21,Policy Holder,Sedan - Collision,Sedan,302,2,400,2,No,No,External,Collision,0
Dec,3,Tuesday,Pontiac,Urban,Monday,Jan,5,Male,Single,33,Third Party,Sedan - Collision,Sedan,303,9,400,1,No,No,External,Collision,0
Feb,1,Saturday,Pontiac,Urban,Monday,Feb,3,Male,Married,75,Policy Holder,Sedan - All Perils,Sedan,304,1,400,2,No,No,External,All Perils,0
May,2,Sunday,Toyota,Rural,Monday,May,2,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,305,7,400,1,No,No,External,All Perils,0
Apr,4,Wednesday,VW,Urban,Monday,May,5,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,306,9,400,2,No,No,External,All Perils,0
Apr,1,Tuesday,Honda,Urban,Tuesday,Apr,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,307,2,500,4,No,No,External,Liability,0
Apr,1,Monday,Pontiac,Rural,Monday,Apr,1,Male,Married,47,Policy Holder,Sedan - Liability,Sport,308,5,400,4,No,No,External,Liability,0
Dec,5,Friday,Pontiac,Rural,Tuesday,Jan,2,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,309,7,400,1,No,No,External,All Perils,1
Dec,5,Friday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,310,6,400,3,No,No,External,All Perils,1
Oct,1,Monday,Honda,Urban,Monday,Oct,1,Male,Married,35,Policy Holder,Sedan - Liability,Sport,311,10,400,1,No,No,External,Liability,0
Oct,1,Tuesday,Pontiac,Urban,Friday,Oct,2,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,312,11,400,4,No,No,External,Collision,0
Mar,2,Friday,Mercury,Urban,Friday,Mar,2,Female,Single,33,Policy Holder,Sedan - Liability,Sport,313,13,400,2,No,No,External,Liability,0
Apr,1,Wednesday,Honda,Urban,Thursday,Apr,2,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,314,15,400,3,No,No,External,Collision,0
Mar,5,Wednesday,Pontiac,Rural,Tuesday,Apr,1,Female,Married,45,Third Party,Sedan - Liability,Sport,315,4,400,2,No,No,External,Liability,0
Dec,5,Friday,Honda,Urban,Monday,Jan,2,Male,Single,0,Policy Holder,Utility - All Perils,Utility,316,14,400,1,No,No,External,All Perils,1
May,4,Thursday,Accura,Urban,Monday,Jun,2,Male,Single,50,Policy Holder,Utility - All Perils,Utility,317,12,400,3,No,No,External,All Perils,0
Jan,1,Saturday,Honda,Urban,Wednesday,Jan,1,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,318,16,400,4,No,No,External,Collision,1
May,4,Thursday,Pontiac,Urban,Thursday,May,4,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,319,14,400,1,No,No,External,Collision,0
Apr,4,Sunday,Mazda,Urban,Monday,Apr,4,Female,Single,32,Policy Holder,Sedan - Liability,Sport,320,2,400,1,No,No,External,Liability,0
Mar,3,Wednesday,Ford,Urban,Thursday,Mar,3,Male,Married,49,Third Party,Sedan - Collision,Sedan,321,2,400,4,No,No,External,Collision,0
Mar,1,Wednesday,Saturn,Urban,Monday,Mar,1,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,322,4,400,1,No,No,External,All Perils,0
Apr,3,Thursday,Chevrolet,Urban,Thursday,Apr,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,323,15,400,3,No,No,External,Collision,0
Apr,2,Wednesday,Honda,Urban,Wednesday,Apr,4,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,324,8,400,2,No,No,External,All Perils,0
Jun,2,Tuesday,Honda,Urban,Thursday,Jun,4,Male,Married,41,Third Party,Sedan - All Perils,Sedan,325,1,400,2,No,No,External,All Perils,0
Jun,2,Monday,Mazda,Urban,Tuesday,Jun,2,Female,Single,36,Policy Holder,Sedan - Liability,Sport,326,1,400,2,No,No,External,Liability,0
Nov,2,Friday,Honda,Rural,Tuesday,Nov,3,Female,Married,46,Policy Holder,Sedan - Collision,Sedan,327,7,400,2,No,No,External,Collision,0
Jul,3,Thursday,Honda,Urban,Friday,Jul,3,Male,Married,32,Third Party,Sedan - Collision,Sedan,328,13,400,3,No,No,External,Collision,0
Jun,1,Friday,Toyota,Urban,Tuesday,Jun,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,329,12,400,1,No,No,External,Collision,0
Mar,3,Thursday,Chevrolet,Urban,Friday,Mar,3,Male,Married,31,Third Party,Sedan - All Perils,Sedan,330,3,400,3,No,No,External,All Perils,0
Nov,1,Friday,Toyota,Urban,Monday,Nov,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,331,5,400,2,No,No,External,Liability,0
Nov,1,Friday,Pontiac,Urban,Tuesday,Nov,2,Female,Married,30,Policy Holder,Sedan - Collision,Sedan,332,1,400,1,No,No,External,Collision,0
Jun,4,Wednesday,Toyota,Urban,Thursday,Jun,4,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,333,8,400,4,No,No,External,Collision,0
Jun,4,Wednesday,VW,Urban,Friday,Jun,4,Male,Single,55,Policy Holder,Sedan - All Perils,Sedan,334,11,400,3,No,No,External,All Perils,0
